,graph,model,seed,threshold,n_covered,n,coverage,t_mean
0,Amazon0302,MDH,None,0.5,35804,262111,0.13659861661662426,1463.4473903179169
1,Amazon0312,MDH,None,0.5,31172,400727,0.07778861918463194,2197.905326604843
