ER_10000_0,1632,0.081000,10000
ER_10000_1,1635,0.072000,10000
ER_10000_2,1643,0.065000,10000
ER_10000_3,1623,0.124000,10000
ER_10000_4,1624,0.089000,10000
ER_20000_0,3216,0.191000,20000
ER_20000_1,3201,0.167000,20000
ER_20000_2,3285,0.200000,20000
ER_20000_3,3241,0.174000,20000
ER_20000_4,3237,0.199000,20000
ER_2000_0,326,0.017000,2000
ER_2000_1,329,0.012000,2000
ER_2000_2,326,0.017000,2000
ER_2000_3,326,0.012000,2000
ER_2000_4,332,0.016000,2000
ER_2000_5,325,0.009000,2000
ER_2000_6,325,0.008000,2000
ER_2000_7,331,0.013000,2000
ER_2000_8,329,0.008000,2000
ER_2000_9,328,0.008000,2000
ER_30000_0,4868,0.354000,30000
ER_30000_1,4825,0.372000,30000
ER_30000_2,4881,0.368000,30000
ER_50000_0,8067,0.908000,50000
ER_50000_1,8052,0.931000,50000
ER_50000_2,8063,0.966000,50000
ER_5000_0,806,0.034000,5000
ER_5000_1,811,0.032000,5000
ER_5000_2,800,0.024000,5000
ER_5000_3,816,0.024000,5000
ER_5000_4,795,0.032000,5000
ER_5000_5,812,0.033000,5000
ER_5000_6,817,0.032000,5000
