,graph,model,seed,threshold,n_covered,n,coverage,t_mean
0,ego-facebook,GRAT,13,0.5,3940,4039,0.9754889824213915,6286.460827112198
1,gemsec_facebook_artist,GRAT,13,0.5,50485,50514,0.9994259017302134,39333.1411588192
