ER_10000_0,1772,0.082000,10000
ER_10000_1,1764,0.079000,10000
ER_10000_2,1762,0.115000,10000
ER_10000_3,1736,0.086000,10000
ER_10000_4,1783,0.107000,10000
ER_20000_0,3505,0.211000,20000
ER_20000_1,3532,0.295000,20000
ER_20000_2,3566,0.237000,20000
ER_20000_3,3517,0.292000,20000
ER_20000_4,3559,0.253000,20000
ER_2000_0,358,0.017000,2000
ER_2000_1,361,0.014000,2000
ER_2000_2,364,0.000000,2000
ER_2000_3,363,0.008000,2000
ER_2000_4,361,0.012000,2000
ER_2000_5,346,0.012000,2000
ER_2000_6,362,0.015000,2000
ER_2000_7,346,0.010000,2000
ER_2000_8,354,0.007000,2000
ER_2000_9,359,0.017000,2000
ER_30000_0,5268,0.413000,30000
ER_30000_1,5370,0.472000,30000
ER_30000_2,5270,0.432000,30000
ER_50000_0,8808,1.047000,50000
ER_50000_1,8841,1.095000,50000
ER_50000_2,8845,1.054000,50000
ER_5000_0,869,0.025000,5000
ER_5000_1,881,0.039000,5000
ER_5000_2,900,0.037000,5000
ER_5000_3,888,0.032000,5000
ER_5000_4,863,0.033000,5000
ER_5000_5,872,0.027000,5000
ER_5000_6,875,0.025000,5000
